"Interval start","Filtered packets"
0,30
0.5,0
1,0
1.5,230
2,115
2.5,99
3,152
3.5,265
4,923
4.5,1256
5,822
5.5,1223
6,1153
6.5,1170
7,1123
7.5,647
8,902
8.5,1250
9,1054
9.5,913
10,647
10.5,412
11,383
11.5,527
12,337
12.5,327
13,518
13.5,310
14,270
14.5,362
15,285
15.5,323
16,217
16.5,290
17,140
17.5,300
18,263
18.5,469
19,312
19.5,534
20,287
20.5,413
21,289
21.5,20
22,0
22.5,0
23,0
23.5,83
24,161
24.5,232
25,384
25.5,231
26,0
26.5,0
27,0
27.5,45
28,31
28.5,148
29,0
29.5,304
30,388
30.5,305
31,0
31.5,236
32,0
32.5,0
33,71
33.5,224
34,155
34.5,81
35,315
35.5,244
36,0
36.5,447
37,157
37.5,462
38,370
38.5,144
39,0
39.5,600
40,301
40.5,464
41,534
41.5,0
42,150
42.5,220
43,152
43.5,463
44,614
44.5,155
45,312
45.5,382
46,89
46.5,431
47,156
47.5,0
48,621
48.5,541
49,487
49.5,306
50,159
50.5,140
51,337
51.5,509
52,431
52.5,303
53,395
53.5,512
54,0
54.5,453
55,319
55.5,625
56,184
56.5,306
57,457
57.5,307
58,149
58.5,455
59,596
59.5,307
60,164
60.5,309
61,467
61.5,764
62,0
62.5,470
63,314
63.5,159
64,455
64.5,296
65,306
65.5,399
66,206
66.5,137
67,447
67.5,0
68,403
68.5,478
69,154
69.5,233
70,97
70.5,392
71,0
71.5,660
72,684
72.5,159
73,308
73.5,464
74,290
74.5,161
75,317
75.5,302
76,341
76.5,925
77,157
77.5,150
78,535
78.5,0
79,539
79.5,470
80,397
80.5,304
81,534
81.5,441
82,499
82.5,79
83,917
83.5,322
84,311
84.5,599
85,155
85.5,1019
86,318
86.5,228
87,451
87.5,301
88,537
88.5,630
89,175
89.5,660
90,321
90.5,308
91,370
91.5,844
92,236
92.5,232
93,592
93.5,416
94,293
94.5,458
95,303
95.5,524
96,529
96.5,670
97,375
97.5,480
98,308
98.5,75
99,353
99.5,883
100,372
100.5,389
101,646
101.5,220
102,376
102.5,212
103,512
103.5,130
104,164
104.5,468
105,161
105.5,1
106,452
106.5,419
107,313
107.5,294
108,159
108.5,302
109,294
109.5,554
110,465
110.5,705
111,550
111.5,791
112,499
112.5,550
113,324
113.5,703
114,294
114.5,601
115,450
115.5,574
116,643
116.5,605
117,376
117.5,678
118,598
118.5,448
119,323
119.5,672
120,452
120.5,644
121,263
121.5,634
122,297
122.5,600
123,762
123.5,690
124,424
124.5,0
125,0
125.5,0
126,2
126.5,1
