"Interval start","All Packets"
0,10
1,7
2,15
3,9
4,22
5,14
6,4
7,18
8,15
9,5
10,14
11,38
12,35
13,10
14,5
15,11
16,16
17,12
18,19
19,8
20,4
21,13
22,5
23,5
24,8
25,12
26,36
27,25
28,24
29,20
30,21
31,20
32,7
33,11
34,9
35,11
36,11
37,28
38,8
39,42
40,11
41,36
42,32
43,10
44,5
45,9
46,22
47,5
48,10
49,14
50,6
51,22
52,6
53,3
54,7
55,12
56,44
57,39
58,6
59,15
60,7
61,14
62,12
63,8
64,5
65,14
66,6
67,21
68,10
69,11
70,13
71,48
72,29
73,6
74,2
75,14
76,14
77,17
78,8
79,6
80,26
81,12
82,3
83,5
84,3
85,11
86,38
87,37
88,5
89,8
90,15
91,5
92,4
93,4
94,7
95,10
96,20
97,19
98,3
99,6
100,12
101,41
102,31
103,4
104,5
105,11
106,9
107,5
108,9
109,10
110,6
111,39
112,23
113,16
114,16
115,17
116,37
117,39
118,5
119,10
120,7
121,24
122,79
123,9
124,25
125,25
126,16
127,12
128,27
129,15
130,15
131,69
132,36
133,14
134,18
135,10
136,14
137,19
138,5
139,5
140,5
141,7
142,16
143,4
144,5
145,8
146,40
147,32
148,22
149,10
150,27
151,23
152,18
153,14
154,4
155,17
156,18
157,18
158,5
159,11
160,15
161,34
162,49
163,6
164,3
165,8
166,4
167,28
168,24
169,5
170,5
171,10
172,13
173,15
174,5
175,13
176,52
177,40
178,10
179,2
180,6
181,4
182,5
183,16
184,11
185,14
186,12
187,9
188,21
189,2
190,9
191,35
192,28
193,19
194,23
195,17
196,20
197,15
198,9
199,1
200,4
201,12
202,4
203,13
204,5
205,11
206,33
207,29
208,5
209,3
210,8
211,7
212,12
213,8
214,14
215,8
216,11
217,22
218,9
219,22
220,20
221,48
222,33
223,8
224,17
225,46
226,17
227,8
228,14
229,3
230,9
231,14
232,11
233,12
234,21
235,17
236,42
237,40
238,11
239,5
240,6
241,5
242,7
243,5
244,6
245,25
246,15
247,3
248,4
249,2
250,6
251,37
252,36
253,12
254,2
255,27
256,11
257,24
258,23
259,9
260,7
261,11
262,6
263,10
264,3
265,15
266,35
267,29
268,14
269,17
270,30
271,33
272,17
273,10
274,9
275,16
276,49
277,17
278,4
279,7
280,12
281,35
282,30
283,5
284,5
285,11
286,18
287,7
288,25
289,1
290,4
291,9
292,6
293,10
294,1
295,15
296,46
297,45
298,4
299,2
300,12
301,9
302,9
303,11
304,15
305,7
306,11
307,10
308,6
309,5
310,8
311,32
312,41
313,11
314,4
315,11
316,15
317,19
318,15
319,6
320,4
321,14
322,23
323,11
324,2
325,14
326,39
327,42
328,5
329,10
330,17
331,5
332,5
333,6
334,3
335,7
336,8
337,25
338,15
339,3
340,4
341,29
342,34
343,4
344,3
345,9
346,18
347,29
348,28
349,10
350,11
351,14
352,21
353,13
354,11
355,17
356,31
357,38
358,20
359,4
360,14
361,7
362,8
363,12
364,10
365,7
366,6
367,7
368,18
369,9
370,6
371,41
372,35
373,5
374,10
375,18
376,11
377,11
378,18
379,13
380,6
381,6
382,4
383,9
384,2
385,19
386,45
387,32
388,30
389,15
390,25
391,18
392,12
393,11
394,7
395,9
396,16
397,15
398,13
399,23
400,23
401,43
402,40
403,7
404,7
405,11
406,7
407,15
408,5
409,6
410,15
411,7
412,11
413,9
414,2
415,10
416,35
417,38
418,12
419,1
420,15
421,20
422,14
423,7
424,3
425,4
426,12
427,16
428,5
429,3
430,6
431,48
432,29
433,5
434,1
435,7
436,4
437,10
438,16
439,13
440,10
441,24
442,6
443,6
444,2
445,9
446,41
447,31
448,17
449,18
450,15
451,18
452,18
453,5
454,5
455,5
456,5
457,7
458,17
459,5
460,4
461,33
462,37
463,12
464,6
465,9
466,4
467,9
468,4
469,7
470,12
471,21
472,27
473,11
474,6
475,12
476,48
477,34
478,17
479,1
480,9
481,6
482,35
483,5
484,7
485,9
486,6
487,7
488,7
489,5
490,6
491,48
492,32
493,16
494,1
495,7
496,17
497,8
498,25
499,5
500,4
501,14
502,4
503,15
504,4
505,4
506,38
507,40
508,14
509,12
510,25
511,22
512,24
513,30
514,30
515,17
516,20
517,20
518,16
519,13
520,14
521,42
522,34
523,13
524,3
525,5
526,9
527,35
528,17
529,17
530,5
531,6
532,6
533,3
534,19
535,4
536,36
537,30
538,18
539,14
540,6
541,8
542,3
543,8
544,16
545,8
546,11
547,8
548,19
549,19
550,7
551,43
552,27
553,4
554,19
555,11
556,3
557,4
558,22
559,5
560,5
561,7
562,10
