"Interval start","All Packets"
0,0
1,2
2,429
3,810
4,1131
5,1486
6,1734
7,2081
8,2083
9,2290
10,2601
11,2405
12,2297
13,2469
14,2419
15,2042
16,2483
17,2475
18,2078
19,2003
20,3045
21,2128
22,1476
23,2258
24,2183
25,2998
26,2521
27,2392
28,2476
29,2360
30,2338
31,2420
32,2535
33,2322
34,2375
35,2556
36,23552
37,15368
38,15819
39,17087
40,13999
41,16410
42,13968
43,4653
44,9314
45,4195
46,4437
47,14267
48,13534
49,11639
50,9165
51,4794
52,15709
53,14617
54,5882
55,4440
56,4202
57,4201
58,2855
59,3979
60,4212
61,4574
62,4048
63,3881
64,4078
65,4266
66,3835
67,4211
68,3815
69,4402
70,4246
71,3876
72,3187
73,4460
74,4178
75,4167
76,4178
77,3963
78,4163
79,4024
80,1645
81,0
82,0
83,0
84,5
85,24
86,34
87,12
88,8
89,19
90,8
91,0
92,11
93,0
94,0
95,0
96,8
97,0
98,0
99,8
100,0
101,0
102,0
103,4
104,0
105,0
106,10
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,8
117,2
