"Interval start","Filtered packets"
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,0
8.5,0
9,0
9.5,0
10,0
10.5,0
11,0
11.5,0
12,0
12.5,0
13,0
13.5,0
14,0
14.5,0
15,0
15.5,0
16,0
16.5,0
17,0
17.5,0
18,0
18.5,0
19,1
19.5,0
20,68
20.5,441
21,492
21.5,472
22,465
22.5,466
23,475
23.5,479
24,514
24.5,452
25,461
25.5,490
26,483
26.5,470
27,502
27.5,488
28,484
28.5,467
29,467
29.5,487
30,463
30.5,434
31,478
31.5,577
32,465
32.5,487
33,484
33.5,448
34,465
34.5,478
35,464
35.5,495
36,525
36.5,449
37,503
37.5,473
38,472
38.5,445
39,493
39.5,497
