"Interval start","Filtered packets"
0,0
0.5,0
1,0
1.5,3
2,2
2.5,5
3,3
3.5,0
4,1
4.5,1
5,0
5.5,0
6,0
6.5,0
7,2
7.5,0
8,1
8.5,0
9,0
9.5,1
10,1
10.5,0
11,0
11.5,0
12,0
12.5,0
13,0
13.5,385
14,477
14.5,484
15,478
15.5,490
16,467
16.5,500
17,482
17.5,487
18,456
18.5,479
19,475
19.5,493
20,481
20.5,486
21,488
21.5,469
22,477
22.5,472
23,481
23.5,512
24,483
24.5,479
25,482
25.5,481
26,477
26.5,482
27,520
27.5,485
28,542
28.5,492
29,490
29.5,498
30,507
30.5,457
31,0
31.5,0
32,0
32.5,0
33,0
33.5,0
34,0
34.5,0
35,0
35.5,0
36,1
