"Interval start","All Packets"
0,0
0.5,0
1,2
1.5,0
2,32
2.5,397
3,370
3.5,440
4,440
4.5,691
5,696
5.5,790
6,808
6.5,926
7,942
7.5,1139
8,920
8.5,1163
9,1110
9.5,1180
10,1167
10.5,1434
11,1230
11.5,1175
12,1197
12.5,1100
13,1146
13.5,1323
14,1245
14.5,1174
15,959
15.5,1083
16,1087
16.5,1396
17,1305
17.5,1170
18,1248
18.5,830
19,1120
19.5,883
20,1796
20.5,1249
21,1076
21.5,1052
22,817
22.5,659
23,1565
23.5,693
24,1234
24.5,949
25,1305
25.5,1693
26,1351
26.5,1170
27,1196
27.5,1196
28,1172
28.5,1304
29,1197
29.5,1163
30,1147
30.5,1191
31,1160
31.5,1260
32,1330
32.5,1205
33,1168
33.5,1154
34,1121
34.5,1254
35,1340
35.5,1216
36,10377
36.5,13175
37,7157
37.5,8211
38,5825
38.5,9994
39,9463
39.5,7624
40,6482
40.5,7517
41,9491
41.5,6919
42,8465
42.5,5503
43,2316
43.5,2337
44,2983
44.5,6331
45,2318
45.5,1877
46,1819
46.5,2618
47,7677
47.5,6590
48,6591
48.5,6943
49,8485
49.5,3154
50,2725
50.5,6440
51,2410
51.5,2384
52,7459
52.5,8250
53,8269
53.5,6348
54,4084
54.5,1798
55,1973
55.5,2467
56,2130
56.5,2072
57,1903
57.5,2298
58,1349
58.5,1506
59,2020
59.5,1959
60,2011
60.5,2201
61,2369
61.5,2205
62,1833
62.5,2215
63,1695
63.5,2186
64,1979
64.5,2099
65,2038
65.5,2228
66,2288
66.5,1547
67,1924
67.5,2287
68,1826
68.5,1989
69,2092
69.5,2310
70,2298
70.5,1948
71,1854
71.5,2022
72,1646
72.5,1541
73,2241
73.5,2219
74,1882
74.5,2296
75,2125
75.5,2042
76,2102
76.5,2076
77,1998
77.5,1965
78,1772
78.5,2391
79,2002
79.5,2022
80,1645
80.5,0
81,0
81.5,0
82,0
82.5,0
83,0
83.5,0
84,2
84.5,3
85,0
85.5,24
86,16
86.5,18
87,12
87.5,0
88,0
88.5,8
89,1
89.5,18
90,8
90.5,0
91,0
91.5,0
92,1
92.5,10
93,0
93.5,0
94,0
94.5,0
95,0
95.5,0
96,0
96.5,8
97,0
97.5,0
98,0
98.5,0
99,8
99.5,0
100,0
100.5,0
101,0
101.5,0
102,0
102.5,0
103,0
103.5,4
104,0
104.5,0
105,0
105.5,0
106,0
106.5,10
107,0
107.5,0
108,0
108.5,0
109,0
109.5,0
110,0
110.5,0
111,0
111.5,0
112,0
112.5,0
113,0
113.5,0
114,0
114.5,0
115,0
115.5,0
116,0
116.5,8
117,0
117.5,2
