"Interval start","All Packets"
0,2
0.1,0
0.2,4
0.3,4
0.4,0
0.5,0
0.6,0
0.7,1
0.8,0
0.9,0
1,4
1.1,0
1.2,8
1.3,2
1.4,0
1.5,0
1.6,1
1.7,2
1.8,0
1.9,0
2,0
2.1,0
2.2,1
2.3,1
2.4,8
2.5,0
2.6,0
2.7,2
2.8,1
2.9,1
3,0
3.1,0
3.2,1
3.3,2
3.4,7
3.5,34
3.6,59
3.7,19
3.8,25
3.9,17
4,18
4.1,18
4.2,27
4.3,18
4.4,24
4.5,21
4.6,18
4.7,16
4.8,18
4.9,18
5,24
5.1,22
5.2,18
5.3,19
5.4,39
5.5,57
5.6,6
5.7,10
5.8,19
5.9,9
6,14
6.1,22
6.2,42
6.3,6
6.4,2
6.5,18
6.6,4
6.7,10
6.8,2
6.9,6
7,4
7.1,14
7.2,12
7.3,3
7.4,7
7.5,18
7.6,23
7.7,12
7.8,4
7.9,8
8,8
8.1,22
8.2,24
8.3,7
8.4,20
8.5,15
8.6,22
8.7,11
8.8,19
8.9,19
9,20
9.1,27
9.2,26
9.3,44
9.4,21
9.5,28
9.6,28
9.7,17
9.8,29
9.9,23
10,18
10.1,4
10.2,0
10.3,64
10.4,17
10.5,19
10.6,23
10.7,20
10.8,16
10.9,19
11,14
11.1,16
11.2,11
11.3,20
11.4,12
11.5,10
11.6,18
11.7,14
11.8,13
11.9,16
12,11
12.1,14
12.2,12
12.3,8
12.4,25
12.5,21
12.6,28
12.7,41
12.8,43
12.9,36
13,55
13.1,61
13.2,128
13.3,87
13.4,92
13.5,113
13.6,105
13.7,107
13.8,119
13.9,143
14,76
14.1,137
14.2,179
14.3,165
14.4,192
14.5,168
14.6,154
14.7,211
14.8,101
14.9,11
15,36
15.1,24
15.2,24
15.3,26
15.4,28
15.5,22
15.6,26
15.7,48
15.8,26
15.9,23
16,46
16.1,24
16.2,14
16.3,29
16.4,33
16.5,50
16.6,37
16.7,40
16.8,18
16.9,30
17,72
17.1,38
17.2,50
17.3,38
17.4,10
17.5,22
17.6,15
17.7,60
17.8,30
17.9,39
18,38
18.1,19
18.2,12
18.3,186
18.4,65
18.5,24
18.6,40
18.7,47
18.8,20
18.9,13
19,14
19.1,14
19.2,33
19.3,15
19.4,24
19.5,44
19.6,25
19.7,33
19.8,26
19.9,32
20,10
20.1,37
20.2,18
20.3,23
20.4,42
20.5,26
20.6,14
20.7,50
20.8,12
20.9,76
21,114
21.1,47
21.2,16
21.3,26
21.4,13
21.5,32
21.6,16
21.7,56
21.8,18
21.9,28
22,47
22.1,37
22.2,44
22.3,143
22.4,46
22.5,21
22.6,10
22.7,24
22.8,26
22.9,17
23,122
23.1,17
23.2,4
23.3,20
23.4,44
23.5,23
23.6,14
23.7,50
23.8,15
23.9,18
24,52
24.1,18
24.2,56
24.3,38
24.4,7
24.5,28
24.6,14
24.7,50
24.8,25
24.9,65
25,12
25.1,30
25.2,20
25.3,50
25.4,24
25.5,31
25.6,20
25.7,42
25.8,18
25.9,32
26,20
26.1,30
26.2,12
26.3,108
26.4,2
26.5,4
26.6,7
26.7,2
26.8,1
26.9,2
27,10
27.1,3
27.2,3
27.3,0
27.4,2
27.5,1
27.6,0
27.7,64
27.8,400
27.9,185
28,30
28.1,46
28.2,14
28.3,31
28.4,44
28.5,46
28.6,20
28.7,39
28.8,41
28.9,21
29,38
29.1,40
29.2,20
29.3,35
29.4,44
29.5,28
29.6,54
29.7,37
29.8,46
29.9,50
30,26
30.1,41
30.2,35
30.3,166
30.4,22
30.5,9
30.6,7
30.7,1
30.8,2
30.9,0
31,1
31.1,9
31.2,4
31.3,1
31.4,1
31.5,2
31.6,1
31.7,1
31.8,108
31.9,384
32,52
32.1,22
32.2,26
32.3,46
32.4,50
32.5,38
32.6,33
32.7,31
32.8,24
32.9,46
33,38
33.1,56
33.2,28
33.3,68
33.4,14
33.5,52
33.6,26
33.7,49
33.8,32
33.9,52
34,11
34.1,16
34.2,32
34.3,185
34.4,27
34.5,20
34.6,16
34.7,40
34.8,16
34.9,30
35,24
35.1,32
35.2,14
35.3,20
35.4,24
35.5,28
35.6,37
35.7,52
35.8,28
35.9,45
36,17
36.1,36
36.2,22
36.3,54
36.4,30
36.5,28
36.6,17
36.7,42
36.8,28
36.9,38
37,25
37.1,8
37.2,8
37.3,14
37.4,92
37.5,17
37.6,69
37.7,84
37.8,40
37.9,41
38,38
38.1,39
38.2,22
38.3,167
38.4,22
38.5,27
38.6,24
38.7,22
38.8,32
38.9,18
39,24
39.1,38
39.2,33
39.3,40
39.4,20
39.5,36
39.6,10
39.7,24
39.8,24
39.9,41
40,28
40.1,23
40.2,18
40.3,41
40.4,55
40.5,20
40.6,42
40.7,56
40.8,29
40.9,16
41,78
41.1,20
41.2,50
41.3,26
41.4,29
41.5,57
41.6,74
41.7,44
41.8,30
41.9,64
42,22
