"Interval start","All Packets"
0,10
0.5,1
1,14
1.5,3
2,10
2.5,4
3,10
3.5,154
4,105
4.5,91
5,122
5.5,101
6,86
6.5,40
7,40
7.5,65
8,81
8.5,86
9,138
9.5,125
10,103
10.5,97
11,73
11.5,71
12,70
12.5,169
13,423
13.5,587
14,749
14.5,645
15,138
15.5,145
16,146
16.5,175
17,208
17.5,166
18,320
18.5,144
19,100
19.5,160
20,130
20.5,178
21,216
21.5,150
22,317
22.5,98
23,207
23.5,120
24,171
24.5,182
25,136
25.5,143
26,172
26.5,16
27,18
27.5,650
28,165
28.5,167
29,177
29.5,215
30,290
30.5,19
31,16
31.5,496
32,196
32.5,172
33,204
33.5,211
34,271
34.5,122
35,114
35.5,190
36,159
36.5,153
37,147
37.5,251
38,288
38.5,123
39,155
39.5,135
40,165
40.5,163
41,203
41.5,269
42,311
42.5,143
43,116
43.5,111
44,212
44.5,149
45,188
45.5,159
46,275
46.5,228
47,100
47.5,121
48,198
48.5,168
49,197
49.5,172
50,367
50.5,306
51,108
51.5,167
52,151
52.5,160
53,219
53.5,155
54,405
54.5,172
55,120
55.5,177
56,234
56.5,257
57,216
57.5,178
58,106
58.5,215
59,260
59.5,190
60,269
60.5,320
61,82
61.5,115
62,125
62.5,113
63,278
63.5,276
64,258
64.5,412
65,258
65.5,477
66,134
66.5,661
67,91
67.5,112
68,138
68.5,239
69,106
69.5,104
70,133
70.5,247
71,176
71.5,245
72,188
72.5,288
73,62
73.5,4
74,4
74.5,6
75,13
75.5,4
76,2
76.5,10
77,8
77.5,4
78,9
78.5,32
79,328
79.5,106
80,101
80.5,160
81,134
81.5,249
82,213
82.5,181
83,281
83.5,124
84,156
84.5,132
85,201
85.5,177
86,190
86.5,180
87,303
87.5,120
88,160
88.5,284
89,302
89.5,176
90,169
90.5,138
91,215
91.5,74
92,164
92.5,145
93,178
93.5,300
94,53
94.5,2
95,8
95.5,1
96,9
96.5,0
97,8
97.5,2
98,2
98.5,2
99,12
99.5,6
100,2
100.5,3
101,13
101.5,34
102,5
102.5,27
103,9
103.5,5
104,11
104.5,284
105,90
105.5,120
106,175
106.5,224
107,325
107.5,160
108,130
108.5,120
109,146
109.5,179
110,186
110.5,186
111,181
111.5,207
112,212
112.5,236
113,246
113.5,311
114,278
114.5,294
115,314
115.5,327
116,328
116.5,348
117,355
117.5,367
118,383
118.5,371
119,379
119.5,370
120,369
120.5,366
121,365
121.5,375
122,385
122.5,367
123,359
123.5,387
124,365
124.5,396
125,370
125.5,371
126,370
126.5,377
127,383
127.5,379
128,371
128.5,368
129,367
129.5,373
130,392
130.5,373
131,380
131.5,373
132,379
132.5,367
133,391
133.5,371
134,382
134.5,372
135,367
135.5,351
136,405
136.5,372
137,372
137.5,379
138,360
138.5,352
139,404
139.5,357
140,384
140.5,367
141,364
141.5,378
142,420
142.5,381
143,359
143.5,369
144,372
144.5,382
145,390
145.5,470
146,501
146.5,418
147,396
147.5,581
148,432
148.5,520
149,515
149.5,556
150,491
150.5,542
151,575
151.5,795
152,490
152.5,459
153,466
153.5,542
154,506
154.5,554
155,542
155.5,679
156,484
156.5,457
157,548
157.5,528
158,551
158.5,602
159,496
159.5,733
160,495
160.5,388
161,534
161.5,577
162,526
162.5,634
163,497
163.5,724
164,463
164.5,540
165,454
165.5,557
166,575
166.5,666
167,593
167.5,612
168,689
168.5,643
169,609
169.5,689
170,591
170.5,562
171,578
171.5,567
172,462
172.5,527
173,673
173.5,525
174,465
174.5,520
175,480
175.5,748
176,514
176.5,550
177,513
177.5,528
178,523
178.5,533
179,637
179.5,613
