"Interval start","Filtered packets"
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,0
8.5,0
9,0
9.5,0
10,0
10.5,0
11,0
11.5,0
12,101
12.5,116
13,99
13.5,98
14,98
14.5,103
15,97
15.5,106
16,97
16.5,96
17,101
17.5,124
18,118
18.5,106
19,112
19.5,97
20,100
20.5,98
21,100
21.5,100
22,88
22.5,87
23,113
23.5,117
24,107
24.5,106
25,125
25.5,100
26,108
26.5,124
27,97
27.5,101
28,98
28.5,95
29,97
29.5,93
30,94
30.5,100
31,101
31.5,96
32,98
32.5,89
33,96
33.5,95
34,101
34.5,110
35,108
35.5,94
36,84
36.5,94
37,91
37.5,87
38,99
38.5,92
39,102
39.5,95
40,93
40.5,89
41,92
41.5,94
42,95
42.5,96
43,103
43.5,12
